"text","label"
"Ai, odeio sardinha. #MasterChefBR","0"
"Triste pelo Victor mas feliz pela YUKO #MasterChefBR","1"
"#altashoras adorando o menino dançando as músicas","2"
"Mais um grande ator que se vai! #NelsonXavier #RIPNelsonXavier #DescanseEmPaz #VideoShowAoVivo","0"
"#ConversaComBial E BEBO DOBRADO OUVINDO UM MODAO","1"
"HAHAHAHA Bela @user ralando o tchan no clipe que da hora!!!!!! #AltasHoras","2"
"#MaisVoce O FGTS não é descontado do funcionário. Se informem. A obrigação é apenas da empresa, que deve recolher.","0"
"Ana Maria sendo gente como a gente. Chama a visita pra almoçar e ela não gosta da comida! #MaisVoce","1"
"@user é muito rock'n'roll, sensacional, me encanta!!!! #Encontro","2"
"Quando fala que ""a coisa tá preta"" é em referência as trevas e escuridão. Aí tem gente que vem com essa de racismo. #Encontro","0"
"Tem Amazônia Ilegal? Ou Amazônia Chata? #MasterChefBR","1"
"Essa atriz tá falando o que todos sabem sobre a Sandy ..rs #Encontro","2"
"Imagino o quão contrariada Alice estava ao se casar com Vitor! #OsDiasEramAssim #VídeoShowAoVivo","0"
"#MasterChefBr quero ver o fogaça cozinhando","1"
"Quem é aquele na plateia fazendo todas as coreografias do É O Tchan no #AltasHoras Razô bee!!!","2"
"@user @user @user Essa mídia golpista adora um anúncio do governo ilegítimo , até no #MasterChefBR, né não?","0"
"casa com a ""mamãe"" então kkkkkkk #encontro","1"
"TÔ MORTO COM A BELA GIL NO CLIPE DO E O TCHAN! HAHAHAHAHA #AltasHoras","2"
"Não vai ter douglas hoje, esse não é meu mundo #MasterChefBR","0"
"#VideoShowAoVivo na mnh terra é dindim haha","1"
"Galera a ""pepeca vai chorar"" no #thenoite @user só animadoooo...kkk","2"
"Esse cara acha que é humorista, mano? #AltasHoras","0"
"#Encontro.  Tá tudo azul, com essa moça.  Hahahaha!","1"
"#encontro @user é muito massa. Que poesia linda, cara! #PoesiaComRapadura","2"
"Qualquer um que saísse no time vermelho eu ficava sussa, mas do time azul, tô bad! #MasterChefBR","0"
"SEGURA O TCHAN,AMARRA O TCHAN #AltasHoras","1"
"Realmente tesão não mata! Sobrevivi ao ver a @user cozinhando na cozinha do #MasterChefBr ... 😍😂","2"
"Lá vai a Bela Gil  cagar pela boca! Aff mulher medonha! #AltasHoras","0"
"meu prato seria miojo com sardinha e vcs #MasterChefBR","1"
"Começou o #TheNoite com o Charlie Hunnam","2"
"#ConversaComBial cadê a rashtag na tela do programa???","0"
"FGTS não é ""descontado"" do salário da pessoa, #MaisVocê","1"
"O Jair Oliveira (@user) contando que uma vez um bêbado o confundiu com o Renato Russo. HAHAHA 😂 #TheNoite @user @user.","2"
"Meu jesus, sardinha enlatada por 20 anos!? 😨 #MasterChefBR","0"
"Após #TheNoite tem @user no comando do #sbtnoticias com as principais notícias do Brasil e do mundo! #NãoPercam! #RT?!","1"
"@user já era meu favorito, agora... #masterchefbr","2"
"Mirian, vem ser escrota aqui fora #MasterchefBR","0"
"Voltou o Buiu!!! #TheNoite","1"
"#PoesiaComRapadura no #Encontro!  Sou fã desse poeta! @user","2"
"Bruxa solta no #MasterChefBR","0"
"Se cadeia é tão ruim pq a galera vive correndo atrás de um PASSE #ConversaComBial","1"
"Moooooortaaaaaa kkkkkkkkkkk @user #ConversaComBial #MaiaraeMaraisaNoBial","2"
"O ️dono da JBS gravou o Michel Temer querendo comprar o silêncio de Cunha. HAHAHAHAHA 😂👌 Chupa Temer, agora vc está ferradoooooo!  #TheNoite","0"
"Semorou, mas o Silvio conseguiu casar a Patricia rs #DomingoLegal","1"
"Lindo tema do #Encontro","2"
"o ruim de passar #PowerCoupleBrasil na terça,é q também passa #MasterChefBR,dai tem q ficar com olho gato é outro no peixe,como diz o ditado","0"
"Oi produção @user! Com TANTO cozinheiro BOM eliminados do #MasterChefBR, que tal uma edição #MasterChefBRAllStar?No aguardo. obg dnd","1"
"A linda da @user no #AltasHoras 😊 O programa tá show!","2"
"Não aceito, vamos fazer a prova de novo até o time azul ganhar  #MasterChefBR","0"
"Ja que é pra tombar....tombei ...#VideoShowAoVivo","1"
"Nando Reis e João Vicente ❤️, realmente esse foi um dos melhores #Encontro","2"
"Esse Léo é chatinho, hein. #MasterChefBR","0"
"Cara, a moça q está fazendo a  grana no #edecasa deve ser prima da #tati kkkkkkk","1"
"Aí vc espera um pgm com risada e putaria com o @user no #TheNoite com @user e assisti uma aula de política hahahahahahah","2"
"Só eu achei a Vanessa da Matta antipatica ? #altasHoras","0"
"tamo aqui vendo o #TheNoite","1"
"In Love com VideoShow Risadas garantidas com o @user &lt;3 #VideoShowAoVivo","2"
"Cês leram a nota da @user no Instagram? Pessoas parem, apenas parem! #masterchefbr","0"
"Os caras estão comendo sem camisa?! #MasterChefBR","1"
"Se tem um representante da minha religião que traduz tudo o que penso, esse homem é @user!! Tá dando aula no #ConversaComBial","2"
"Essa gay não sabe ganhar nem um ímpar ou par. Misericórdia que fracasso de LGBT #masterchefBR","0"
"Quem quer um macarrão com pós balada do Vieira? Sardinha de entrada, o principal eh a Vieira... 😎 #MasterChefBR","1"
"Aí meu coração. Vai #timeAzul #MasterChefBr","2"
"@user A Ana Paula nesse programa só serve pra fazer contagem regressiva, e nem isso ela faz direiro.😝#masterchefbr #calabocaana","0"
"Rafael falando de quando vendia pão kkkkk #VideoShowAoVivo","1"
"#ConversaComBial !!! Sensacional! Programas como #CQC #JO #AltasHoras #SaiBaixo #CassetaPlaneta #EscolinhaRaimundo #EmPauta não podem acabar","2"
"É triste saber que em pleno séc XXI ainda encontra-se homens assim #Encontro","0"
"#MasterChefBR Quem é o maior embuste dessa edição","1"
"#TeamAzul tá toooooop meu amor #MasterChefBR só faltou o @user  no time ❤","2"
"Assistindo o #encontro , bateu aquela saudade da mamãe , abraço dela o castigo dela e o amor de sempre , coração apertado","0"
"@user hoje as duas equipes estão na luta agora basta saber qual será nocauteada. #MasterChefBR","1"
"Q cara maravilhoso #TheNoite","2"
"#videoshowaovivo Que palhaçada é essa meu povo. Vcs já falaram ontem que seria Fátima Bernardes...","0"
"Além do prefeito do município, Joares Ponticelli, e o vice, Caio Tokarski. #AgoraéTubarao #conselheiros #encontro #gestao #catubarao","1"
"O inglês da @user é perfeito demais! #DomingoLegal","2"
"@user O cocô do Lula já espirrou aí no PT? É que na verdade o Lula pediu adiamento da audiência pq se cagou todo de medo! #TheNoite","0"
"Quando nossos recursos chegam ao fim, os recursos de Deus estão todos disponíveis.#SextaDetremuraSDV #MaisVoce #NoisEhFeioMais","1"
"@user Já estou aqui vendo o Willian Waack só esperando o Bial chegar com elas Maiara e Maraisa #ConversaComBial Não perderei.😘","2"
"#MasterChefBR Até aqui o melhor ep da temporada, pena a Miriam não ter saído! 😒","0"
"O que a Dilma tá fzd no programa ? #Encontro","1"
"Eu tô arrepiada canta muito   #DomingoLegal","2"
"Canja com óleo de coco? Quem já viu isso #MasterChefBR","0"
"Todo mundo correndo na cozinha e Paola relaxada como se tivesse fritando um ovo #masterchefbr","1"
"Eu: vou dormir cedo que terei uma manhã cheia! Também eu: aí meu deus, hoje tem #MasterChefBR","2"
"Eu sou a Fernanda Freitas total! Suo mais que tampa de marmita.. Que ódio #MaisVoce","0"
"Eles morrem de rir tb,taquem falha nossa de Novo Mundo,por favor. #VideoShowAoVivo","1"
"Está maravilhosa com esse look @user #VideoShowAoVivo","2"
"Pessoas que gravam video com a #AltasHoras, por quê?","0"
"Aqui no Maranhão é geladinho #VideoShowAoVivo","1"
"Essa ""gordosa"" Linda, alta e elegante, tem que ser a Claudia Raia maravilhosa! #VideoShowAoVivo","2"
"Ana Luiza não brinca comigo eu sou cardíaca #MasterChefBR","0"
"#MasterChefBR imagina o desespero o programa todo sem poder falar que vc ta na final ou foi eliminado?","1"
"Charlie Hunnam agora no #TheNoite. Vem gnt","2"
"Augusto Cury no #ConversaComBial falando sobre ANSIEDADE. Já vi que vou achar pequeno o tempo do programa. hoje aff","0"
"Querem evitar ser vítima de abuso. Mas e cm se evita q novos abusadores surjam? Ser um abusador tem uma causa. Temos q trata-la!!  #Encontro","1"
"#Encontro Melhor progama do momento","2"
"Hoje a Fátima Bernades tem um ENCONTRO mascado no #VideoShowAoVivo","0"
"Orquídea lembra o filme da Anaconda e a orquídea sangrenta, tipo..  #encontro","1"
"#AltasHoras dos mais legais de todos os tempos! :DDD #top","2"
"DESCULPA GENTE, MAS BATEU UMA SAUDADE ENORME DO @user E A EQUIPE DO VICTOR TA INCOMPLETA SEM A RAINHA #MasterChefBR","0"
"#EDeCasa ele é mais baixo, logo o Centro de Gravidade fica próximo ao chão então fica mais difícil cair","1"
"Deu vontade de Tomar Milk Shake 🍨♥️ #MaisVoce @user","2"
"@user Achei deselegante o que fez com a Thais Araújo. #MaisVocê","0"
"Pode entrar, MARISA, E MARAIARA #ConversaComBial","1"
"Elogiaram o prato então a @user tá salva!! 👏👏👏👏 #MasterChefBr","2"
"Não tira meu Vitor B, pelo amor se deeeeeeus. #MasterChefBr","0"
"#Masterchefbr hoje eu to dividida pra que time torcer #vermelho #azul","1"
"ESSE DE CASACO AMARRADO NA CINTURA DANÇANDO SOU EU DEMAIS #AltasHoras","2"
"EU NAO ACREDITO QUE O AZUL PERDEU NAO ACREDITO #MasterChefBR","0"
"Drauzio Varella dizendo que teve mulheres pacientes no presídio com 28 anos com 10 filhos #ConversaComBial","1"
"@user cantando nossa musa eterna #elisregina no #ConversaComBial","2"
"o azul ta se enrolando AH NAO #MasterChefBR","0"
"Tô ansioso por hoje. Será que o leonardo sairá? #MasterChefBR","1"
"#ConversaComBial  trabalho c presos é uma experiência única e rica em conhecimento das características do ser humano como indivíduo.","2"
"Não acredito que vou ter que esperar... #FicaVitorB #MasterChefBR","0"
"DEIXEM A MIRIAM POR ÚLTIMO POR FAVOR #MasterChefBR","1"
"como canta bonito esse @user #encontro","2"
"Não suporto prova em grupo. #MasterChefBR","0"
"Eu não conseguiria cozinhar com todas essas pessoas olhando diretamente pra mim #MasterChefBR","1"
"Déborah, a bixa é lacradora mesmo . #MasterChefBR","2"
"COMO ASSIM A EQUIPE AZUL PERDEU?? Só tem gente que eu gosto na prova de eliminação! 😭😭😭 #MasterChefBr","0"
"É o Zac! #VideoShowAoVivo","1"
"@user @user Porém, o Léo não vai cair, pois ele é focado. Léo já é o vencedor. #amo #MasterChefBR","2"
"#MasterChefBR ainda nem começou e nois já tá naquela de querer dar tchau pra miriam pqp","0"
"A PAOLA TA MUITO EUUU #MasterChefBR","1"
"Tá quaseeeee 😍 #MaiaraeMaraisaNoBial #ConversaComBial @user @user","2"
"Triste demais ver que o Danilo tá tão focado assim na política e perdendo a essência dele #TheNoite","0"
".@user entrevista o elenco do filme #AlienConvenant 🎬👽😂 no #TheNoite @user @user.","1"
"A Ana arrasou! Parecia a mais perdida #MasterChefBR","2"
"A Miriam só não roda pq eu acho que o tal sorvete do Fernando vai ficar uma merda #MasterChefBR","0"
"‶Advogado de Lula‶ ‶Na Justiça‶ ‶Nando Reis‶ ‶The National‶ ‶Two Ghosts‶ #Encontro Kiwi Zimbábue","1"
"dizem q hj é o Dia do Cozinheiro, td dia é dia, né? marcha um parabéns p/ @user,@user e @user  #MasterChefBR","2"
"Coitado de Victor! Mas se eu perdesse algo toda vez que me corto na cozinha, já estaria fora do planeta Terra. #MasterChefBR","0"
"eu sou pau rodado kkkj #VideoShowAoVivo","1"
"@user No primeiro dia nem sabia seu nome.. No segundo dia eu já amava vc.... Vai ganhar o #MasterChefBR","2"
"Fazia tanto tempo que eu não sentava e assistia que da até aquela saudade enorme do otp junto  #SophiaNoVídeoShowAoVivo #VídeoShowAoVivo","0"
"A terceira música Nem acabou eu já tô lembrando da gente fazendo amor celular na mão mas ele não tá tocando 🎶  #ConversacomBial","1"
"@user tô aqui te vendo no #MaisVoce ! Lindo!","2"
"Fátima fazendo a branquitude que assiste tevê matinal engolir um questionamento sobre racismo. #Encontro","0"
"Eles não avisaram Pra  o entrevistado Que tem que colocar o celular no silencioso #Encontro","1"
"@user @user Opa, amei a foto nova!! Faz mais isso, entrar no tt mesmo sem ser dia de #MasterChefBR kkkk 🙈💖","2"
"essa miriam do masterchef é própria definição de ser humano insuportável q não sabe conviver em grupo #MasterChefBR","0"
"Fátima Bernardes tem um caso com o Doutor Fernando Gomes Pinto #Encontro","1"
"Bem na hora de ver meu bb no #encontro  👑💙","2"
"#MasterChefBR Leonardo mudou muito aff","0"
"Respirar - @user #Encontro","1"
"Que lindo a Vanessa da Mata que adotou 3 irmãos #altashoras","2"
"O programa do @user é maneiro, mas as piadinhas são péssimas. #TheNoite","0"
"@user Ou talvez joana #ConversaComBial","1"
"#altashoras, Serginho estamos aqui em São Carlos, curtindo seu programa.","2"
"#MasterChefBR n sei quem eu odeio mais: miriam ou nayane","0"
"300mil o cachê da dupla pra dividir entre todos. Achei que fosse mais. #ConversaComBial","1"
"Maneiro esse programa do Pedro Bial, entrevista com Santoro #conversacomBial","2"
"Mano do céu não acredito que perdi Charlie Hunnam no #TheNoite","0"
"Cheguei! Assistir #MasterChefBR p/ entreter Pq TV p/ indignar já estou assistindo d+ #ForaTemer #ForaTodos","1"
"Maluma é muito lindo! 😱😍 #vivaoslatinos #TheNoite","2"
"Tem gente que merecia só conhecer arroz e feijão, pra não fazer essas cagadas ¬¬  #maisvocê","0"
"@user era pra ter colocado uma peruca 😂😂 #TheNoite","1"
"É inspirador como @user fala com alegria e amor da Dona Ana, sua mãe. #altashoras 👏🏻","2"
"Odiei o resultado da prova. Torcendo pra Ana e pra Yuko se salvarem. #MasterChefBR","0"
"Dividir as tarefas de casa seria bom, trabalha ate as 20 e faz tudo sozinha.. marido tem q ter senso ai #édecasa","1"
"Vai começar #altashoras com a linda da #sophianoaltashoras","2"
"Primeiro o Vitor B. Do #MasterChefBR e agora Nadessa 😭😭😭😭 #PowerCoupleBrasil","0"
"Hoje tem #MasterChefBR e por isso apareci aqui","1"
"#VideoShowAoVivo a cara da Paola na hr q entrou ao vivo foi a melhor kkk","2"
"Achei sacanagem com o Vitor B. #MasterChefBR","0"
"namorar em qualquer idade e orientação sexual tem q ter bom senso nem todo lugar da pra se pegar, mas podem sim demostrar carinho #Encontro","1"
"Não eram  cavalo hahahahaha #ConversaComBial","2"
"Dizer que um livro com pseudônimo de Eduardo Cunha não é puramente comercial é de um cinismo digno do homenageado #ConversaComBial","0"
"Só esperando pra ver qual será a treta da Mirian hoje #MasterChefBR","1"
"Viviane Pasmanter Maravilhosa no #MaisVoce","2"
"Marco Luque é tipo de pessoa que apresenta o seminário e ninguém entende. #AltasHoras","0"
"URGENTE: ana paula padrão pede desligamento da band dps de inúmeros agachamentos para recolher bandanas e recolocar em bonecos #MasterChefBR","1"
"#masterchefbr tá ficando mto na cara que só entro no Twitter pra ver Master Cheff.. ahahaha.. amoooo","2"
"Queria tirar um cochilo, mas tô com medo de apagar e perder o #MasterChefBR 😰","0"
"#Encontro pq não faz em vez de nascimentos, falecimentos?","1"
"Sienna canta bem pra porra.... #DomingoLegal","2"
"#VideoShowAoVivo fiquei ""aguarrada"" na TV achando que era a Claudia Raia 🙄","0"
"Será q a Miriam vai ficar mais hulmidona agora?   #MasterChefBR","1"
"Adorando esse Encontro com Fátima nessa tarde! #VideoShowAoVivo","2"
"A Sophia só é bonita, pois não tem talento algum #VideoShowAoVivo","0"
"Todo mundo segurando @user  🕺🕺🕺 #AltasHoras","1"
"ai mds é agora #MasterChefBR","2"
"acabei de ver que meu mozão saiu do #masterchefbr ontem 😢 sdds @user","0"
"#MaisVoce que é o boy gente ?","1"
"#VideoShowAoVivo Belíssima homenagem ao Nelson Xavier.  Grande ator, grande perda. Parabéns Otaviano e Joaquim.","2"
"Rodrigo sumido Santoro aparecendo na tv #ConversaComBial","0"
"#Sandy no #Encontro já já...","1"
"Eles roubam a cena na novela! Muito bom!  #MaisVoce","2"
"CHORA MESMO MIRIA SUA COBRA DO CARALHO #MasterChefBR","0"
"Alô @user , chama a @user pra trocar umas idéias no #TheNoite","1"
"Catra deu uma aula de política agora. Que homem #TheNoite","2"
"Nunca quero comercial no #MasterChefBR porém hoje a #EquipeAzul,táe deixando sem ar haha","0"
"já estou preparada pra assistir #MasterChefBR","1"
"Ana Lídia é muuuuito fofa... Queria conhecer ela pessoalmente ❤ #EDeCasa","2"
"Torcendo para equipe azul, simplesmente pq não suporto a Mirian #MasterChefBR","0"
"#Encontro Fiquei sabendo de imã agência de investimentos em Bit cons, será verdade? Alguém já ouviu falar disso?","1"
"#MasterChefBR dessa semana com altas doses de emoção!","2"
"Tão bem longe de saber como os paraenses falam #VideoShowAoVivo","0"
"Claudia esta uma Dilma que sabe se expressar no programa da fatima. #Encontro","1"
"Unicórnio come nuvem! Hahahahaha #MaisVoce","2"
"#MasterChefBR Leonardo, seja menas","0"
"#MasterChefBR  Hoje vai ter briga.","1"
"A maravilhosa @user no #AltasHoras adorooooo... 😍","2"
"PORRA QUE NERVOUSO MANOOOOO!!!!! #MasterChefBR","0"
"Nunca tinha pensado com o Nabby 😮 #Encontro","1"
"#MasterChefBR na torcida aqui  @user @user e @user","2"
"O Master chef desse ano está devendo no quesito higiene. #MasterChefBR","0"
"#MasterChefBR ALGUÉM POSTA VÍDEO OU GIF DELE CORTANDO O DEDO PLEASE!!!","1"
"Gente, que cena linda essa do Eugenio com a Yvana. Não tinha visto! #MaisVoce","2"
"Deixa a #EquipeAzul ganhar pra que aquela chata saia! #MasterChefBR","0"
"miriam tá chegando no nível fernando de vilão de masterchef #MasterChefBR","1"
"Musa da seleção 😍@user ❤#FatimaBernardesNoVideoShow #VideoShowAoVivo","2"
"Depois do escândalo do Temer e Aécio, Ana Maria Braga vestida de unicórnio é a pior coisa que você vai ver hoje. #MaisVoce","0"
"La usurpadora foi difícil 😂😂😂😂😂😂 #TheNoite #MalumaNoTheNoite","1"
"#conversacombial eu queria dormir... Mas com @user  não tem como?!?","2"
"#Encontro o negão cortou Fátima legal","0"
"Bechamel com óleo de coco? #MasterChefBR","1"
"Olha o #MAISVOCE com convidados todos os dias....Adoro!!!","2"
"A mãe estragou o filho #encontro","0"
"Preciso descobrir logo qual o canal pago que reprisa o #MasterChefBR pra ver o programa de ontem","1"
"#VideoShowAoVivo. Gente esse Cibele é linda ... E que ensaio em linda?! parabéns 👏","2"
"As senhoras tão se achando as SABIDONAS do ferro de passar. Kkkkkk #maisvoce","0"
"#MasterChefBR uma pratada de maniçoba cairia muito bem agora. Devoraria fácil fácil.","1"
"cooomo eu gosto do Murilo... pqp 😂😂😂😂😂👏🏽👏🏽👏🏽 #TheNoite","2"
"o prato do Vitor B ficou ruim MEU DEUS TO PASSANDO MAL NAAAAOOO #MasterChefBR","0"
"A Taís Araújo mandou brigadeiros pra Ana Maria kkkkk #MaisVoce","1"
"Por mais #Encontro com as Irmãs Galvão, adorei elas.","2"
"NAO TÔ BEM #MasterChefBR","0"
"#thenoite pode preparar o papel higiênico que @user se borrou todo 😂","1"
"Rodrigo Santoro é pessoa que tem filosofia humana e natural. #ConversaComBial","2"
"Jatobá é horrível. #Encontro","0"
"Assintindo o #thenoite @user Rt","1"
"Claramente torcendo pro time do bem, também conhecido como time azul #MasterChefBR","2"
"Que tensoooooooo cozinhar com plateia! #MasterChefBR","0"
"A @user foi a única que seguiu o conselho do fogaça. Se eu chego de madrugada em casa, eu vou é misturar é tudo e comer. #MasterChefBr","1"
"Tomara que os cara continue cortando o dedo pra ter provas assim! Hehe #MasterChefBR","2"
"EU N ACREDITO QUE O VITOR B PASSOU POR TUDO AQUILO SEMANA PASSADA PRA SAIR NESSA SEMANA AAAAAAAAAAA VAI SE FERRA #MasterChefBR","0"
"Consolidados - GLOBO (15/05):  #AForçaDoQuerer 31.9 #OsDiasEramAssim 22.4 #TelaQuente 15.8 #JornalDaGlobo 9.2 #ConversaComBial 7.4","1"
"QUE QUE TA COM TESENO EU TO RINDO MUITO AHIHSJHUAUHIHU~IJSJFJ QUE COISA MAROMBEIRA #MasterChefBR","2"
"EU NÃO TO BEM, JURO. #MasterChefBR","0"
"Terça (16), séries e realitys da BAND marcaram:  #OsSimpsons 0.7 #MasterChefBR - A Prévia 2.1 #MasterChefBR 6.3 (recorde) #OsSimpsons 1.2","1"
"Cheguei a tempo de ver #ConversaComBial","2"
"a cara dela de decepção com o vestido da Germana #VideoShowAoVivo","0"
"Olá boa tarde Mande um abraço para mim aqui em Teresina todo dia todos os dias assisto Vídeo Show #VideoShowAoVivo","1"
"@user , minha mãe, dona Juberlita, não perde o #VídeoShowAoVivo e está lhe parabenizando pelo seu aniversário! Felicidades! 🎂🎉","2"
"NÃO GOSTO DE PAGODE💤💤💤💤💤💤 #Encontro","0"
"Falta um tico de confiança nesse Fernando #MasterChefBR","1"
"@user no #Encontro , como eu amo essa mulher cara","2"
"#Encontro E até hoje minha família não sabe. Pois ambos eram ""senhores de respeito"". Sinto ódio deles","0"
"No Pará não se fala ""Dindin"" e sim ""Chopp"". #VideoShowAoVivo","1"
"Eeeeeee Vitor B. vai ficar 🎉🎉🎉🎉 #masterchefBR","2"
"SÓ NÃO ME CORTA OUTRO DEDO, CARAIO! #MasterChefBR","0"
"O @user tá de volta #VideoShowAoVivo","1"
"Vitor, no #MasterChefBR: ""sou daqueles que comem um dogão depois da balada""  estou cada vez mais certa de que fomos feitos um pro outro","2"
"A gente na revolução e Ana Maria ensinando a passar roupa no #MaisVoce...  Tá só uns dez anos atrasada essa pauta.","0"
"#VideoShowAoVivo  MUITO BOA TARDE","1"
"Abençoando minha noite com toda sabedoria e fe @user ...Como lhe admiro e aprendo tanto com o Senhor.Obrigada #ConversaComBial","2"
"#VideoShowAoVivo não gosto da atuação dessa Antônia Morais,a Cléo e bem melhor.","0"
"""A Mayara tem um negócio assim (...) ahhh vou ter que falar"" hahaha  Coisa de Irmãs #ConversaComBial #MaiaraeMaraisaNoBial @user","1"
"AAAAAAAAAAAAA VANESSA SUA LINDA ❤ @user #Altashoras","2"
"#masterchefbr aaaa mano Gosto mt do victor, mas nessa ta foda","0"
"a cada ep o vitor b me mata mais um pouco #MasterChefBR","1"
"Pézinho da Paola #MasterChefBR","2"
"Quero muito que o dia da eliminação dos embustes Leonardo e Miriam chegue logo #MasterChefBR","0"
"Já contei una 83392991 cortes de cabelo diferente da Fátima 😂 #VideoShowAoVivo","1"
"UAU @user ❤😍💐  sua linda demais e @user igualmente linda desfilando pelo Projak!!! Obrigado 👏 👏 👏 !!! #VideoShowAoVivo","2"
"Espero que o clipe passe amanhã logo, porque ""vai passar na semana"" pode ser sexta-feira e até lá não há cu que aguente #DomingoLegal","0"
"Pessoas da novela Carinha de Anjo #DomingoLegal","1"
"Mari Palma é a gril crush de todos. #Encontro","2"
"Vacilooooooooo, n era p ter saído #MasterChefBR","0"
"Vai começar #MasterChefBR e nem jantei m","1"
"MANA COLOCA O JAMBU JUNTO QUE É SUCESSO !!!!! #MasterchefBR","2"
"mano q nervoso dá ouvir a Nayane. Ela fala pra dentro #MasterChefBR","0"
"#VídeoShowAoVivo  Podia falar do banner pra Fátima Ne  kkk","1"
"Pq #masterchefBr pisa tanto né? Ultimamente é o único programa  de TV que não perco de jeito nenhum","2"
"Patroa que se mete a fazer serviço que não faz no dia a dia dá nisso,se queima!!!#MaisVoce","0"
"#EDeCasa bom dia Carlos Jr São Luís MA","1"
"Wando no #VideoShowAoVivo com a velha e boa coleção de calcinhas. O cara é um ícone. 😍","2"
"Gente, se #MChefVitorB sair, Mirian não sai hj 😢😢... #MasterChefBR #MChefVitorB não pode sair.","0"
"Então minha alma gêmea ainda brinca de carrinho e nunca beijou #Encontro","1"
"Eu acho que esse foi o episódio de @user mais lindo que eu já assisti! @user você é incrível! 😍 #MasterChefBR","2"
"chorando d+assistindo o #MasterChefBR de ontem.1°)a prova e o discurso  da @user 🇧🇷2°)pelo o q aconteceu com @user 😭😭😭","0"
"Pq os cara cozinham batata inteira e com a tampa aberta se a água nem fervendo tá e eles tem pouco tempo????? #MasterChefBR","1"
"Sandy sempre maravilhosa ❤ #Encontro","2"
"Acabou a Lu 💔😭 #DomingoLegal","0"
"Não fui criada falando muito eu te amo,mais com meus filhos tosdos os dias antes dos meus filhos dormir falo para eles #Encontro","1"
"queria falar que eu tenho um super interesse nesse Vitor B se quiser vim cozinhar pra mim, to aceitando #MasterChefBR","2"
"#MasterChefBR Vitor se deu mau hoje 😨.","0"
"Agora tem o casal @user e @user 😘 no #TheNoite com o @user no @user.","1"
"Eu amo o Arnaldo Antunes. Essa voz 😍 #encontro","2"
"Acabou o #Encontro, colocaram a abertura do Plantão, cortaram, passaram o oferecimento do Encontro e apareceu o Evaristo..","0"
"#MasterChefBR Aceitem minha amiga ela é dez na cuzinha @user","1"
"Tô tão nervosa que parece até q a primeira vez q vejo elas na TV.. 😅😂😻😻💙 #EDeCasa","2"
"#MaisVoce posso afirmar que essa é uma tendência que não combina comigo, prefiro muito mais o básico.","0"
"No meu bairro de Sampa, o geladinho é ""suquinho"". #VideoShowAoVivo @user","1"
"#altashoras quero o Thomás pra mim 💕","2"
"Não posso com esse programa me dá um desespero pqp #EquipeAzul #MasterChefBR","0"
"#Encontro Acho que quando é dito em relação a preta/preto, o negro não tem que se sentir ofendido, pois ele não é preto ele é negro.","1"
"#APraçaéNossa30anos #TheNoite foda demais","2"
"Namaria poser nem coloriu o cabelo. #MaisVoce","0"
"Ana Maria traduziu ""despacito"" como dez pacinhos #MaisVoce","1"
"Caetano e Chico buarque  PUTA QUE PARIU!!!!!! 👏🏾👏🏾👏🏾#VideoShowAoVivo","2"
"Gente a Ana Luísa vai ser eliminada do #MasterChefBr pois ja trabalhou num restaurante como cozinheira profissional.  CHOCADO! 😱","0"
"Tem uma menina parecida com a Vitória do Anavitória no Altas Horas hsjshshs #AltasHoras","1"
"@user: ""O meu tava bom?"" @fogaca_henrique: ""O seu tava!"" @erickjacquin: ""Tava! O seu tava maravilhoso!"" 😍😍😍😍😍😍😍😍😍😍 #MasterChefBR","2"
"Que prova tensa essa!!! Putz!!! #masterChefBr","0"
"Manda um Oi pra mim @user  e @user #VideoShowAoVivo","1"
"Clipe inédito de CDA no #DomingoLegal  Será que é Aquarela?🤔😍","2"
"#EquipeAzul abalando c/ meu psicológico... 😨😨😨 #MasterChefBR","0"
"""Mamão nessa idade não eh bom não"" 😂😂😂😂😂😂😂😂😂😂😂 #TheNoite #MestreMandou","1"
"@user no #AltasHoras , linda. Como eu ouvia quando eu tinha treze anos","2"
"Que tipo de pai deixa uma filha de 14 anos namorar e ainda apoia? #Encontro","0"
"O telefone do Zeca tocando no meio da entrevista hahaha #ConversaComBial","1"
"Existe gente linda e talentosa fora do universo da Globo #CarinhadeAnjo #DomingoLegal","2"
"Daqui a pouco começa o Encontro e o programa do Bial nada... #ConversaComBial #MaiaraeMaraisaNoBial @user","0"
"@user no Amapá  o dim dim de Manaus, aqui é chamado de chopp. #VideoShowAoVivo","1"
"Quero Sophia e Claudia nesse programa também 😍 #ConversaComBial","2"
"Cadê as dançarinas do É o Tchan? #AltasHoras","0"
"#Altashoras O cara das coreografias tá aparecendo mais que o Compadre Washigton e o Beto Jamaica! Kkkkk","1"
"HAHAHAHAHA QUE MULHER MARAVILHOOOOOSA #ENCONTRO","2"
"Que cara lixo esse da plateia do encontro #encontro","0"
"23h25 - Globo 13.8, SBT 8.2, RecordTV 6.8, Band 6.2 #MasterChefBR","1"
"Que moça bonita @user, linda @user !! #VideoShowAoVivo","2"
"Eu queria tá em casa nesse momento, vendo o #VideoShowAoVivo","0"
"Duvidar, criticar e determinar #ConversaComBial","1"
"#MasterChefBR Fogaça na prévia... Lindooo","2"
"Esse ep ia ser o mlhr se a Miriam tivesse saído  #MasterChefBR","0"
